Rank,ACNo,CandidateName,PartyAbbreviation,VotesPolled,PercVotesPolled
7,125,DURAISAMY P,PMK,1975,1.08
8,125,VELUSAMY P,BSP,822,0.45
9,125,PRABHU D,IND,445,0.24
10,125,AMSHAVENI R,IND,431,0.24
1,126,JAYARAMAKRISHNAN R,DMK,76619,44.66
2,126,MANOHARAN K,ADMK,74952,43.69
3,126,MAHESWARI A S,TMC(M),6208,3.62
4,126,MUTHUKUMAR A,BJP,2619,1.53
5,126,RAVICHANDRAN A,PMK,2443,1.42
6,126,None of the Above,NOTA,2147,1.25
7,126,KUMARAGURUBARAN,KMDK,1573,0.92
8,126,MANOHARAN S,IND,1450,0.85
9,126,RAVISHANKAR C,ntk,980,0.57
10,126,ALAVUDEEN S,BSP,783,0.46
11,126,VEERAMANICKAM S,IND,569,0.33
12,126,MANOHARAN D,IND,399,0.23
13,126,ARUNACHALAM N,IND,299,0.17
14,126,NARAYANAN T,TMMK,270,0.16
15,126,SURESH PANDIAN S,SMK,233,0.14
1,127,SENTHILKUMAR I P,DMK,100045,50.66
2,127,KUMARASAMY P,ADMK,74459,37.71
3,127,RAJAMANICKAM V,CPM,9687,4.91
4,127,KANAGARAJ N,BJP,4092,2.07
5,127,None of the Above,NOTA,1460,0.74
6,127,KYZER A,SDPI,1370,0.69
7,127,VINOTH RAJASEKARAN G,ntk,876,0.44
8,127,SIVAKUMAR T,IND,594,0.3
9,127,NAGENDRAN P,BSP,587,0.3
10,127,MADURAI VEERAN K A,IND,580,0.29
11,127,MAHESWARAN P,IND,572,0.29
12,127,NAGARAJAN B,PMK,490,0.25
13,127,CHINNARAJ A,IND,445,0.23
14,127,MOHAMED JABBAR M,IND,348,0.18
15,127,SICKANDER K,IND,345,0.17
16,127,SIRAJDEEN N,IND,343,0.17
17,127,KRISHNAMOORTHI R,KMDK,224,0.11
18,127,KUMARESAN S,IND,192,0.1
19,127,SUNDARAM C,IND,184,0.09
20,127,MANOHARAN K,IND,152,0.08
21,127,RAVI PAUL G,ICF,124,0.06
22,127,THANGAPANDIYAN R,IND,107,0.05
23,127,KAJA A,IND,103,0.05
24,127,MUTHU KARUPPANAN M,IND,95,0.05
1,128,SAKKARAPANI R,DMK,121715,64.26
2,128,KITTUSAMY K,ADMK,55988,29.56
3,128,SANTHANAM K,CPI,3684,1.94
4,128,PALANISAMY S.K,BJP,1909,1.01
5,128,None of the Above,NOTA,1274,0.67
6,128,MUTHUKUMAR K,IND,1050,0.55
7,128,ARUMUGAM M,NCP,701,0.37
8,128,SELVAKUMAR K,ntk,611,0.32
9,128,VELLIYANGIRI S,IND,447,0.24
10,128,MARIMUTHU T S,IND,435,0.23
11,128,MOHAMED NAINER M,IND,420,0.22
12,128,ARULANANTHAN P,KMDK,376,0.2
13,128,SHANMUGAM K,PMK,367,0.19
14,128,SAKTHIVEL A,IND,258,0.14
15,128,CHELLAMUTHU K,IND,93,0.05
16,128,SHANMUGAVEL P,IND,86,0.05
1,129,PERIYASAMY I,DMK,121738,53.1
2,129,VISWANATHAN R NATHAM,ADMK,94591,41.26
3,129,PACKIYA SELVARAJ M,DMDK,3741,1.63
4,129,None of the Above,NOTA,2105,0.92
5,129,ILANCHEZHIYAN S.P,BJP,1365,0.6
6,129,MARIAGUNASEKARAN R,ntk,1013,0.44
7,129,NIRMALA GNANASOUNDARI I,PMK,671,0.29
8,129,ARUMUGAM K,LJP,650,0.28
9,129,VISWANATHAN M,IND,632,0.28
10,129,PALRAJ R,IND,521,0.23
11,129,PERIYASAMY M,IND,446,0.19
12,129,BALAMURUGAN A,BSP,419,0.18
13,129,KARUPPUSAMY P,IND,416,0.18
14,129,PEYATHEVAR A,AIFB,227,0.1
15,129,SHANMUGAM V,IND,150,0.07
16,129,SANKAR D,IND,127,0.06
17,129,PARAMAN A,TMMK,126,0.05
18,129,SELVAKUMAR R,KMDK,124,0.05
19,129,MURUGANANTHAM C,IND,117,0.05
20,129,TAMIL NESAN R,tavk,73,0.03
1,130,THANGATHURAI R,ADMK,85507,48.99
2,130,ANBAZHAGAN M,DMK,70731,40.52
3,130,RAMASAMY K,DMDK,7666,4.39
4,130,ALAGUMANI R,BJP,2565,1.47
5,130,RAMOORTHY N,PMK,2201,1.26
6,130,None of the Above,NOTA,1819,1.04
7,130,SANGILIPANDIAN A,ntk,1204,0.69
8,130,SARAVANAKUMAR P,BSP,746,0.43
9,130,RAJENDIRAN V,AIFB,703,0.4
10,130,MENAKA P,IND,440,0.25
11,130,ILAVARASI BALASUNDARAM B,IND,307,0.18
12,130,KARTHIK C,IND,227,0.13
13,130,ANBAZHAGAN P,IND,188,0.11
14,130,ALAGUMALAI P,IND,139,0.08
15,130,SELVARAJ S,LJP,98,0.06
1,131,ANDI AMBALAM M.A,DMK,93822,45.32
2,131,SHAJAHAN S,ADMK,91712,44.3
3,131,KARTHIKEYAN G,DMDK,9373,4.53
4,131,SIVASANKARAN V.DR,ntk,2393,1.16
5,131,None of the Above,NOTA,1844,0.89
6,131,VADIVEL M,IND,1182,0.57
7,131,SEERANGAN K,PMK,1155,0.56
8,131,MURUGASAN C,IND,1065,0.51
9,131,SANDHANAKRISHAN M,IJK,1044,0.5
10,131,KRISNAMOORTHI P,BSP,649,0.31
11,131,BALAMURUGAN T,IND,550,0.27
12,131,JEYAPAL R,IND,348,0.17
13,131,ALAGU A,IND,335,0.16
14,131,SENTHILVELU V,IND,314,0.15
15,131,PANDI C,RSPS,259,0.13
16,131,PONNAN K,IND,258,0.12
17,131,BALAGURU R,IND,228,0.11
18,131,PITCHAIMUTHU M,IND,206,0.1
19,131,VENKATESAN G,IND,163,0.08
20,131,CHINNADURAI M,IND,111,0.05
1,132,SREENIVASAN C,ADMK,91413,49.3
2,132,BASHEER AHAMAED M,DMK,70694,38.13
3,132,PANDI N,CPM,8657,4.67
4,132,THIRUMALAI BALAJI T.A,BJP,5079,2.74
5,132,None of the Above,NOTA,2783,1.5
6,132,PARASURAMAN R,PMK,2718,1.47
7,132,GANESAN M.P,ntk,2227,1.2
8,132,ARASUR MANOHARAN S,BSP,429,0.23
9,132,HAKKIM RAJA A,IND,414,0.22
10,132,BALAJI C.K,SHS,261,0.14
11,132,NAVANEETHAKANNAN R,IND,228,0.12
12,132,THOMAS A,IND,160,0.09
13,132,SELVARAJ M,IND,139,0.07
14,132,SRINIVASAN K,IND,88,0.05
15,132,PHILIPDAS A,tavk,78,0.04
16,132,KUMARAPPAN R,IND,51,0.03
1,133,PARAMASIVAM V.P.B,ADMK,97555,49.13
2,133,SIVASAKTHIVEL GOUNDER R,INC,77617,39.09
3,133,BALU S.R.K,DMDK,12445,6.27
4,133,KANNAN R,IND,2512,1.27
5,133,None of the Above,NOTA,2256,1.14
6,133,PALANICHAMY M,BSP,1264,0.64
7,133,VENGADASH S,IND,1206,0.61
8,133,MOHANRAJ S,ntk,932,0.47
9,133,RAVI K,IND,481,0.24
10,133,PALANICHAMY C,PMK,480,0.24
11,133,SIVARANJANI S,IJK,477,0.24
12,133,PALANISAMY A,IND,426,0.21
13,133,MANI P,KMDK,272,0.14
14,133,JAYANTHI P,CPI(ML)(L),221,0.11
15,133,MANEESHANKAR M.G,RSPS,214,0.11
16,133,KANNAN P,IND,200,0.1
1,134,SENTHILBALAJI .V,ADMK,0,0
2,134,PALLANISHAMY .K.C,DMK,0,0
3,134,PUKKARANDI .V,BSP,0,0
4,134,ARAVINTH .G,ntk,0,0
5,134,KALAIYARASAN .G,MDMK,0,0
6,134,SUBRAMANI .V,GokMK,0,0
7,134,NATARAJAN. R,KMDK,0,0
8,134,BASKARAN .M,PMK,0,0
9,134,PRABHU C.S,IJK,0,0
10,134,MARIAPPAN .M,TMMK,0,0
11,134,MOHAMED MIRZA .R,SDPI,0,0
12,134,RAJESH KUMAR .P,PPIS,0,0
13,134,KANNAN .R,IND,0,0
14,134,KARTHIKEYAN .M,IND,0,0
15,134,KRISHNAMOORTHY .S,IND,0,0
16,134,SASIKUMAR .M,IND,0,0
17,134,SAMPATH .S,IND,0,0
18,134,SUNDARESWARAN .M,IND,0,0
19,134,SENTHILKUMAR .N,IND,0,0
20,134,SYED ABUTHAHIR .T.M,IND,0,0
21,134,THAMILALAGAN .A,IND,0,0
22,134,DASAPRAKASH .K,IND,0,0
23,134,THIRUKKUMAR .V,IND,0,0
24,134,NOYYAL M.RAMASAMY,IND,0,0
25,134,PALANISAMY .K,IND,0,0
26,134,PALANISAMY .P,IND,0,0
27,134,BALASUBRAMANI .K,IND,0,0
28,134,BASKAR .P,IND,0,0
29,134,PITCHAIMUTHU .T,IND,0,0
30,134,PRABAKARAN .T,IND,0,0
31,134,MAGUDEESWARAN .K,IND,0,0
32,134,MANIVASAGAM .R,IND,0,0
33,134,MUTHUKUMAR .G,IND,0,0
34,134,RAVI .S.P,IND,0,0
35,134,VIGNESHWARAN .M,IND,0,0
36,134,VEERAMANI .T,IND,0,0
37,134,None of the Above,NOTA,0,0
1,135,VIJAYABHASKAR .M.R,ADMK,81936,43.86
2,135,SUBRAMANIAN .BANK .K,INC,81495,43.62
3,135,RAVI .A,DMDK,6491,3.47
4,135,SIVASAAMI .K,BJP,3995,2.14
5,135,None of the Above,NOTA,3595,1.92
6,135,NANMAARAN .SELVA,ntk,2968,1.59
7,135,SHANMUGAM .M,KMDK,1552,0.83
8,135,MURUGESAN .M,PMK,1376,0.74
9,135,IMTHIYAZ RIZVI .N,GMI,421,0.23
10,135,BOOPATHI .R,BSP,413,0.22
11,135,RAJADURAI .P,IND,360,0.19
12,135,VIJAY .J,IND,358,0.19
13,135,SARAVANAN .R,IND,344,0.18
14,135,SUBRAMANI .K,IND,304,0.16
15,135,CHAKRAVARTHY.S,IND,198,0.11
16,135,ULAGANATHAN .T,IND,149,0.08
17,135,VENKATACHALAM .P,IND,143,0.08
18,135,SARAVANAN .R,IND,140,0.07
19,135,MAHENDRAN .T,IND,140,0.07
20,135,VINOTHKUMAR .G,IND,124,0.07
21,135,RAJENDIRAN .M,IND,119,0.06
22,135,VELUSAMY .S.M,GPI,109,0.06
23,135,ARUMUGAM .S.K,IND,83,0.04
1,136,"GEETHA , M.",ADMK,83977,49.82
2,136,"AIYYAR , V. K.",PT,48676,28.88
3,136,"SIVANANTHAM , K.",TMC(M),10043,5.96
4,136,"NAVEENKUMAR , P.",BJP,5673,3.37
5,136,"PAGALAVAN , M.",IND,5153,3.06
6,136,None of the Above,NOTA,4742,2.81
7,136,"THAVAMANI , P.",ntk,2024,1.2
8,136,"MURUGAN , M.",KMDK,1562,0.93
9,136,"SATHIS KUMAR , C.",IND,1401,0.83
10,136,"ELAVALAGAN , L.",IND,1385,0.82
11,136,"PANDIYAN , M.",PMK,1327,0.79
12,136,"KANNAN , S.",GPI,769,0.46
13,136,"SENTHILKUMAR , V.",IND,675,0.4
14,136,"MURUGESAN , R.",BSP,646,0.38
15,136,"ARIVALAGAN , A.",IND,506,0.3
1,137,RAMAR .E,DMK,89923,48.85
2,137,CHANDRASEKARAN .R,ADMK,78027,42.39
3,137,JAMUNA THANGAVEL,DMDK,6726,3.65
4,137,None of the Above,NOTA,1906,1.04
5,137,SEENI .PRAKASU,ntk,1643,0.89
6,137,SHATHAKATHULLA .N.K.N,BJP,1437,0.78
7,137,CHANDRASEKARAN .T,IND,1031,0.56
8,137,MARUTHAIVEERAN .V,BSP,950,0.52
9,137,BALASUBRAMANI .S,PMK,870,0.47
10,137,JEGANATHAN .M,IND,554,0.3
11,137,SELVAM .R,IND,449,0.24
12,137,SANKAMADAI ASHOK KUMAR .S,KMDK,233,0.13
13,137,CHANDRAN .S,TMMK,172,0.09
14,137,SIVA @ SIVAPERUMAL,PPIS,155,0.08
1,138,CHANDRASEKAR R,ADMK,91399,44.38
2,138,MOHAMED NIZAM M A,IUML,73122,35.5
3,138,KRISHNA GOPAL P,DMDK,26316,12.78
4,138,SENTHIL DEEPAK C,BJP,4154,2.02
5,138,None of the Above,NOTA,3364,1.63
6,138,MOHAIDEEN BASHA J,IND,2392,1.16
7,138,ARUNAGIRI M,ntk,1849,0.9
8,138,LEEMA SIVAKUMAR A,PMK,826,0.4
9,138,MANIVEL P,AIFB(S),736,0.36
10,138,MURUGESAN P,IND,525,0.25
11,138,PANDIAN V,ETMK,464,0.23
12,138,PUSPA HENRY RAJ S,PPIS,308,0.15
13,138,SUBRAMANIYAN P,IND,308,0.15
14,138,PERUMAL R,AMMK,193,0.09
1,139,VALARMATHI.S,ADMK,108400,48.09
2,139,PALANIYANDI.M,DMK,93991,41.7
3,139,RAJESHKUMAR.A,BJP,5988,2.66
4,139,PUSHPAM.V,CPI,5646,2.51
5,139,None of the Above,NOTA,4110,1.82
6,139,RAJAMANICKAM.V,ntk,3095,1.37
7,139,UMAMAHESHWARI.S,PMK,1548,0.69
8,139,RAJENDRAN.PS,TMMK,791,0.35
9,139,PACKIARAJ.S,IND,337,0.15
10,139,SETTU.S.M.,IND,296,0.13
11,139,RAVI.P,IND,273,0.12
12,139,VEERAMALAI.A,IND,233,0.1
13,139,PERIYASAMY.A,BSP,214,0.09
14,139,PERIYASAMY.M,IND,168,0.07
15,139,RAVICHANDRAN.P,IND,152,0.07
16,139,"GNANASEKARAN,M",KMDK,147,0.07
1,140,NEHRU.K.N,DMK,92049,51.3
2,140,MANOHARAN.R,ADMK,63634,35.47
3,140,JOSEPH JERALD.A,DMDK,11469,6.39
4,140,None of the Above,NOTA,4100,2.29
5,140,MANOHARAN.SETHU,ntk,3080,1.72
6,140,VIJAYARAGHAVAN.K,PMK,1780,0.99
7,140,SATHEESHKUMAR.P,IJK,1012,0.56
8,140,JAMAL MOHAMED.Y,WPOI,916,0.51
9,140,SANGAPAL.M,BSP,356,0.2
10,140,SELVAKUMAR.M,GMI,235,0.13
11,140,VASUDEVAN.K,IND,211,0.12
12,140,MANOHAR.R,IND,176,0.1
13,140,GOVINDARAJAN.S,IND,118,0.07
14,140,RAGHAVAN.R,IND,107,0.06
15,140,KAMALRAJ.P,IND,101,0.06
16,140,KARTHIK.B,IND,79,0.04
1,141,NATARAJAN .N.,ADMK,79938,47.87
2,141,JEROME AROCKIARAJ .G.,INC,58044,34.76
3,141,DR. ROHAIYAAH SHAIK MOHAMED,MDMK,9694,5.81
4,141,RAJAIYAN .T.,BJP,7210,4.32
5,141,None of the Above,NOTA,4329,2.59
6,141,PRABU .R.,ntk,4033,2.42
7,141,SRIDHAR .B.,PMK,1866,1.12
8,141,RAJA .K.,tavk,483,0.29
9,141,SRINIVASAN .G.,IND,293,0.18
10,141,JAIKUMAR .N.,NCP,280,0.17
11,141,VENKATESAN .V.,VTIP,183,0.11
12,141,ROBERT CHRISTY .J.,PPIS,162,0.1
13,141,SARAVANA KUMAR .K.,IND,161,0.1
14,141,JAYANTHI MALA .S.,RPI,106,0.06
15,141,RAMNATH RAJAN .P.,IND,104,0.06
16,141,GANESAN .M.,IND,99,0.06
1,142,ANBIL MAHESH POYYAMOZHI,DMK,85950,46.98
2,142,KALAICHELVAN.D,ADMK,69255,37.85
3,142,SENTHILKUMAR.S,DMDK,13155,7.19
4,142,CHOLASOORAN V,ntk,3353,1.83
5,142,CHITTIBABU E,BJP,3144,1.72
6,142,None of the Above,NOTA,2676,1.46
7,142,DILIPKUMAR.K,PMK,1498,0.82
8,142,SAMSUDEEN S,SDPI,809,0.44
9,142,SELVAKUMAR.M,IND,463,0.25
10,142,SATHISH KUMAR.P,IND,446,0.24
11,142,SYED MOHAMED ABUTHAGER.I,IND,385,0.21
12,142,SACHITHANANTHAM.K,BSP,331,0.18
13,142,KALAISELVAN.K,IND,286,0.16
14,142,LARANCE Y,ICF,250,0.14
15,142,PALANIMANICKAM.A.G,AIFB,213,0.12
16,142,RAMESH.K,TMMK,164,0.09
17,142,SATHISKUMAR.S,GMI,139,0.08
18,142,SHAKUL HAMEED.S,WPOI,130,0.07
19,142,JAGADEESAN.N.B,VTIP,124,0.07
20,142,PRIYA.R,IND,75,0.04
21,142,RAMACHANDRAN. R,IND,71,0.04
22,142,RAJU.N,IND,51,0.03
1,143,SOUNDARAPANDIAN A,DMK,77946,46.8
2,143,VIJAYAMURTHY M,ADMK,74109,44.5
3,143,JAYASEELAN M,CPM,6784,4.07
4,143,None of the Above,NOTA,1953,1.17
5,143,SAMPATH P,ntk,1521,0.91
6,143,SELVAKUMAR K,IJK,892,0.54
7,143,MURUGAVEL K,IND,766,0.46
8,143,UMAMAHESWARAN R,PMK,745,0.45
9,143,JAYACHANDRAN S,IND,504,0.3
10,143,JEYAKUMAR A,IND,381,0.23
11,143,KARTHIK S,SHS,294,0.18
12,143,CITRARASU B,AIFB,188,0.11
13,143,THANGAMANI K,IND,137,0.08
14,143,CHINNASAMY V,IND,114,0.07
15,143,SOUNDARAPANDIAN D,IND,114,0.07
16,143,LAWRENCE S,GMI,106,0.06
1,144,PARAMESWARI. M,ADMK,83083,46.17
2,144,GANESAN. S,DMK,75561,41.99
3,144,BABU. M,DMDK,8193,4.55
4,144,ARAVIND. S,BJP,3662,2.03
5,144,None of the Above,NOTA,2274,1.26
6,144,MANIKANDAN. R,ntk,1704,0.95
7,144,PRINCE. M,PMK,1212,0.67
8,144,GANESAN. P,BSP,899,0.5
9,144,GNANAMANI. S,IND,653,0.36
10,144,VIJAYAKUMAR. K,IND,429,0.24
11,144,KARUNAKARAN. S,IND,380,0.21
12,144,MAHALINGAM. S,UCPI,355,0.2
13,144,ZAHIR HUSSAIN. M,IND,306,0.17
14,144,PRABHU. P,IND,231,0.13
15,144,SELVAM. M.S,TMMK,207,0.12
16,144,GOVINDAN. R,GMI,195,0.11
17,144,NAGAJOTHI. G,RPI(A),188,0.1
18,144,PARTHIBAN. V,NMK,166,0.09
19,144,CHANDRA. C,YSP,151,0.08
20,144,SAVARIMUTHU. S,PPIS,119,0.07
1,145,SELVARASU M,ADMK,89398,52.31
2,145,VIJAYA BABU S,INC,57311,33.53
3,145,RAJASEKARAN M,TMC(M),8581,5.02
4,145,None of the Above,NOTA,2485,1.45
5,145,ASAITHAMBI E,ntk,2446,1.43
6,145,RAGAVAN S,PMK,1423,0.83
7,145,CHANDRASEKARAN T,IND,1258,0.74
8,145,PALANIMUTHU M,BSP,1159,0.68
9,145,HARIBASKAR K,KMDK,1063,0.62
10,145,RAMAJAYAM T K,IND,879,0.51
11,145,SUNDARRASU M,IND,841,0.49
12,145,RAYADURAI K,IJK,816,0.48
13,145,BALAKRISHNAN M,AIFB,663,0.39
14,145,KARUNAKARAN A,IND,505,0.3
15,145,GOVINDASAMY R,IND,485,0.28
16,145,JAYASEELAN S,IND,437,0.26
17,145,RAMESH P,IND,334,0.2
18,145,CHANDRAVEL T,UCPI,233,0.14
19,145,KALAISELVAN K,tavk,217,0.13
20,145,MURUGAN A,IND,213,0.12
21,145,CHELLAPERUMAL,NMK,162,0.09
1,146,STALINKUMAR .S,DMK,81444,48.1
2,146,MAIVIZHI .A,ADMK,73376,43.33
3,146,SUJADEVI .L.R,VCK,6281,3.71
4,146,None of the Above,NOTA,2441,1.44
5,146,SATHYA .S,ntk,1532,0.9
6,146,SANTHA SELVI .S,BSP,658,0.39
7,146,VINOTH .N,IND,650,0.38
8,146,ANANDHAN .V,IJK,577,0.34
9,146,ALAGESAN .P,UCPI,576,0.34
10,146,SRINIVASAN .J,IND,504,0.3
11,146,RAJU .A,IND,502,0.3
12,146,MANOKARAN .P,IND,361,0.21
13,146,KARUPAIYAN .C,GMI,235,0.14
14,146,VIJAYAGOBI .T,LJP,192,0.11
1,147,R.THAMIZHSELVAN,ADMK,101073,45.27
2,147,P.SIVAKAMI,DMK,94220,42.2
3,147,K.RAJENDRAN,DMDK,11482,5.14
4,147,M.SATHIYASEELAN,PMK,4222,1.89
5,147,None of the Above,NOTA,3040,1.36
6,147,ARUNKUMAR,ntk,2521,1.13
7,147,M.KALIYAPERUMAL,BJP,1981,0.89
8,147,C.PICHAIMUTHU,SHS,1311,0.59
9,147,P.GUNALAN,TMMK,880,0.39
10,147,S.CHELLAIAH,IND,592,0.27
11,147,P.PANNEERSELVAM,IND,584,0.26
12,147,D.PARAMASIVAM,IND,500,0.22
13,147,P.BALACHANDRAN,KMDK,500,0.22
14,147,A.GUNASEKARAN,NCP,367,0.16
1,148,R.T.RAMACHANDRAN,ADMK,78218,38.15
2,148,DURAIRAJ T,DMK,59422,28.98
3,148,VAITHILINGAM G,PMK,37271,18.18
4,148,J.MOHAMED SHANAVAS,VCK,19853,9.68
5,148,None of the Above,NOTA,3024,1.47
6,148,ARUL,ntk,1665,0.81
7,148,RAGUPATHI A.V.R,IJK,1168,0.57
8,148,RAJENDRAN K,BSP,1092,0.53
9,148,DURAIRAJ R,IND,1055,0.51
10,148,RAMALINGAM M,IND,586,0.29
11,148,SILAMBARASAN N,IND,566,0.28
12,148,SENTHIL KUMAR M,IND,393,0.19
13,148,V. RAJAN,IND,313,0.15
14,148,SRINIVASAN .V.P,LJP,211,0.1
15,148,SENTHILKUMAR P,IND,207,0.1
1,149,RAJENDRAN. S,ADMK,88523,41.94
2,149,SIVASANKAR. S.S,DMK,86480,40.97
3,149,JAYAVEL. RAMA,DMDK,13599,6.44
4,149,THIRUMAVALAVAN. K,PMK,13529,6.41
5,149,None of the Above,NOTA,1896,0.9
6,149,VIJAYAKUMAR. R,IND,1348,0.64
7,149,BASKAR. C,IJK,1330,0.63
8,149,MANIKKAM. T,ntk,1146,0.54
9,149,VEERAMANI. T,IND,995,0.47
10,149,SAVARIANANDHAM. V,BSP,675,0.32
11,149,PAZHANIVEL. P,IND,577,0.27
12,149,SATHYASEELAN. A,LJP,291,0.14
13,149,PADMANABAN. R,IND,276,0.13
14,149,MATHESHWARAN. T,VTIP,231,0.11
15,149,KRISHNA. K,IND,182,0.09
1,150,RAMAJEYALINGAM.J.K.N,ADMK,75672,37.09
2,150,GURU @ GURUNATHAN.J,PMK,52738,25.85
3,150,RAJENDRAN.G,INC,46868,22.97
4,150,KANDASAMY.M.S,MDMK,21405,10.49
5,150,None of the Above,NOTA,1950,0.96
6,150,KRISHNAMOORTHY.R,ntk,1325,0.65
7,150,KRISHNAMOORTHY.S,BJP,1092,0.54
8,150,RAJKUMAR.S,IND,605,0.3
9,150,CHINNADURAI.S,BSP,584,0.29
10,150,ULAGANATHAN.N,NCP,414,0.2
11,150,IRULAPOO.SELVAKUMAR,IND,350,0.17
12,150,KARUNAGARAN.G,IND,312,0.15
13,150,ALANGARMERY.T,IND,263,0.13
14,150,MAHESH.C,IND,258,0.13
15,150,SELVAMANI.P,IND,202,0.1
1,151,GANESAN V,DMK,65139,40.67
2,151,AYYASAMY P,ADMK,62927,39.29
3,151,SASI KUMAR S,DMDK,14657,9.15
4,151,ARCHUNAN E,PMK,11438,7.14
5,151,None of the Above,NOTA,1957,1.22
6,151,VEDHAMANIKKAM A,IND,1015,0.63
7,151,UMAITHURAI T,ntk,760,0.47
8,151,KOLANJI K,BSP,619,0.39
9,151,LOKITHASAN K,IND,300,0.19
10,151,KALAIYARASAN J,IJK,281,0.18
11,151,PERIYASAMY S,IND,267,0.17
12,151,LAKSHMANAN A,IND,240,0.15
13,151,KRISHNAKUMARI A,IND,195,0.12
14,151,PERINBAM D,IND,176,0.11
15,151,SUBRAMANIAN P,IND,112,0.07
16,151,KOLANCHINATHAN V,IND,93,0.06
1,152,KALAISELVAN V T,ADMK,72611,39.22
2,152,GOVINDASAMY P,DMK,58834,31.78
3,152,TAMIZHARASI P DR,PMK,29340,15.85
4,152,MUTHUKUMAR V,DMDK,18563,10.03
5,152,None of the Above,NOTA,2255,1.22
6,152,SIVARAJ S,ntk,844,0.46
7,152,RAJENDRAN K,IND,610,0.33
8,152,SELLADURAI C,IJK,509,0.27
9,152,PALANIVEL S,IND,400,0.22
10,152,BHARATHI D,VTIP,294,0.16
11,152,SENTHIL P,IND,285,0.15
12,152,REGO AMBROSE A,BSP,248,0.13
13,152,THIRUNAVUKKARASU R,IND,150,0.08
14,152,CHAKKARAVARTHI P R,TSC,94,0.05
15,152,SRINUVASAN R,IND,88,0.05
1,153,SABA.RAJENDRAN,DMK,54299,34.1
2,153,RAJASEKAR R,ADMK,36508,22.93
3,153,VELMURUGAN T,tavk,30528,19.17
4,153,JAGAN K,PMK,19749,12.4
5,153,ARUMUGAM T,CPM,12674,7.96
6,153,None of the Above,NOTA,1710,1.07
7,153,KALAISELVAN B,ntk,1557,0.98
8,153,DHAMERA GEETHA,IND,670,0.42
9,153,VADUGANATHAN R,IND,557,0.35
10,153,CHANDIRAN S,IJK,450,0.28
11,153,RAVIKUMAR K,IND,387,0.24
12,153,PALANI MURUGAN,IND,152,0.1
1,154,SATHYA.P,ADMK,72353,39.01
2,154,PONKUMAR,DMK,69225,37.33
3,154,DHARMALINGAM.A,PMK,18666,10.06
4,154,SIVAKOLUNDHU.P,DMDK,18409,9.93
5,154,None of the Above,NOTA,1988,1.07
6,154,SARAVANAN S.R,BJP,1373,0.74
7,154,MAHABOOBASHA.S,ntk,1262,0.68
8,154,APPAR.N,IND,429,0.23
9,154,SRIKANTHU.S,BSP,428,0.23
10,154,GOVINDASAMY.S,IND,337,0.18
11,154,KUMAR.C,IND,312,0.17
12,154,KIFFAYATH BEGAM.K,IND,247,0.13
13,154,JOHN KENNEDY.D,IND,225,0.12
14,154,SELVAKUMAR.P,IND,211,0.11
1,155,SAMPATH M C,ADMK,70922,41.07
2,155,PUGAZHENDI ELA,DMK,46509,26.93
3,155,CHANDARASEKARAN A S,TMC(M),20608,11.93
4,155,THAMARAIKANNAN PAZHA,PMK,16905,9.79
5,155,SEEMAN,ntk,12497,7.24
6,155,None of the Above,NOTA,2062,1.19
7,155,SELVAM P,BJP,1964,1.14
8,155,MALAR P,IND,246,0.14
9,155,RAJARAJAN  S V,IND,232,0.13
10,155,RAJU K,IND,199,0.12
11,155,NAVEENAN K,IND,179,0.1
12,155,RAJAMOHAN S,IND,106,0.06
13,155,PRABHU R,IND,103,0.06
14,155,BASKAR A,IND,79,0.05
15,155,SONALI M,IND,77,0.04
1,156,PANNEERSELVAM MRK,DMK,82864,44.03
2,156,RAJENDRAN R,ADMK,54756,29.09
3,156,MUTHUKRISHNAN S,PMK,22705,12.06
4,156,BALAMURUGAN KMS,DMDK,21063,11.19
5,156,None of the Above,NOTA,1541,0.82
6,156,JALADEEPAN V,ntk,1534,0.82
7,156,SHAKTHI GANAPATHY MU,BJP,957,0.51
8,156,TATABIRLA A,IND,855,0.45
9,156,MUTHUKUMARAN AP,IND,636,0.34
10,156,MURUGAN R,IND,342,0.18
11,156,SENTHILMURUGAN S,BSP,288,0.15
12,156,RAJASEKAR A,IND,211,0.11
13,156,GOVINDARAJ P,IND,197,0.1
14,156,ASHOKKUMAR S,IND,153,0.08
15,156,GIRIJA S,IND,103,0.05
1,157,"SARAVANAN, DURAI K.",DMK,60554,31.73
2,157,SELVI RAMAJAYAM,ADMK,55066,28.85
3,157,ASHOKKUMAR,PMK,33681,17.65
4,157,SINTHANAI SELVAN,VCK,33662,17.64
5,157,"MARIMUTHU, R.",IND,1345,0.7
6,157,None of the Above,NOTA,1132,0.59
7,157,RATHINAVEL RA,ntk,1091,0.57
8,157,MUTHU A,BJP,910,0.48
9,157,"MURUGAVEL, K.",IND,781,0.41
10,157,"VEERAMANI,T.",IND,753,0.39
11,157,"ESWAN ALI, J.",IND,563,0.29
12,157,"NITHIYANANDAN, P.",BSP,464,0.24
13,157,"FATHIMA MARY, P.",IND,269,0.14
14,157,"SARAVANAN, B.",IND,176,0.09
15,157,"SARAVANAN, R.",IND,121,0.06
16,157,"RAMAMOORTHI, N.",IND,112,0.06
17,157,ARULRAJ S P,IND,87,0.05
18,157,ANANTHAN S,IND,87,0.05
1,158,PANDIAN K A,ADMK,58543,34.31
